-0.018921	2.980042	-0.047302
-0.017395	2.980347	-0.050659
-0.018005	2.979736	-0.047913
-0.018005	2.980042	-0.044861
-0.017395	2.979736	-0.046387
-0.018005	2.980347	-0.044861
-0.017395	2.980347	-0.039062
-0.017700	2.980042	-0.041199
-0.017395	2.980347	-0.045166
-0.017090	2.980042	-0.049438
-0.017090	2.980347	-0.043945
-0.016479	2.980347	-0.047913
-0.016785	2.980347	-0.045166
-0.016785	2.980042	-0.043640
-0.016785	2.980042	-0.040588
-0.016174	2.980347	-0.044861
-0.016174	2.979736	-0.045166
-0.016479	2.980042	-0.035706
-0.016174	2.980042	-0.036926
-0.017090	2.980042	-0.035400
-0.016785	2.980042	-0.036316
-0.016479	2.979736	-0.033875
-0.016479	2.980042	-0.032654
-0.016174	2.980347	-0.033569
-0.016479	2.980347	-0.038452
-0.016174	2.980042	-0.042419
-0.016174	2.980347	-0.049133
-0.016479	2.979736	-0.043640
-0.016174	2.979736	-0.038757
-0.016174	2.980347	-0.051270
-0.016174	2.980347	-0.049133
-0.015869	2.980042	-0.049438
-0.015869	2.980042	-0.046082
-0.016785	2.980042	-0.043945
-0.016174	2.979736	-0.036621
-0.016174	2.980347	-0.035400
-0.016174	2.980042	-0.037537
-0.015869	2.980042	-0.039673
-0.016174	2.980042	-0.045166
-0.016174	2.980347	-0.043335
-0.015869	2.980347	-0.045166
-0.016479	2.980042	-0.049133
-0.016174	2.980042	-0.048523
-0.015564	2.980347	-0.043640
-0.016479	2.980347	-0.035400
-0.016479	2.980652	-0.033875
-0.015869	2.980042	-0.031433
-0.012207	2.980347	-0.025940
-0.011902	2.980347	-0.028381
-0.011597	2.980347	-0.033569
-0.011292	2.980042	-0.039673
-0.011292	2.980347	-0.038757
-0.011597	2.980347	-0.037537
-0.011597	2.980042	-0.039673
-0.012207	2.980042	-0.039978
-0.012512	2.980042	-0.037842
-0.012817	2.980347	-0.038757
-0.012817	2.980042	-0.039978
-0.013428	2.980042	-0.040894
-0.013428	2.980042	-0.034485
-0.013428	2.980347	-0.039062
-0.014343	2.980347	-0.039673
-0.013733	2.980042	-0.041199
-0.013428	2.980042	-0.037537
-0.014038	2.980042	-0.037537
-0.014038	2.980347	-0.047913
-0.014648	2.979736	-0.046692
-0.014343	2.980042	-0.041809
-0.014954	2.980042	-0.039062
-0.014648	2.980347	-0.045166
-0.014648	2.980347	-0.046997
-0.014648	2.980042	-0.048828
-0.014343	2.980347	-0.045166
-0.013733	2.980347	-0.041809
-0.014648	2.980042	-0.044250
-0.014343	2.979736	-0.052185
-0.014648	2.980347	-0.052490
-0.014343	2.980042	-0.052490
-0.014038	2.980042	-0.046082
-0.014343	2.979736	-0.047302
-0.014954	2.979736	-0.046692
-0.014343	2.980042	-0.044250
-0.014343	2.979736	-0.043945
-0.013428	2.979736	-0.043945
-0.014343	2.979736	-0.047607
-0.014954	2.980347	-0.044250
-0.014954	2.979736	-0.044861
-0.014343	2.980042	-0.046997
-0.014648	2.980347	-0.043945
-0.014648	2.980042	-0.048828
-0.014343	2.980042	-0.051880
-0.014954	2.980347	-0.055847
-0.014648	2.979736	-0.046387
-0.014343	2.980042	-0.044861
-0.014954	2.980042	-0.052185
-0.014648	2.980347	-0.054626
-0.016785	2.980042	-0.047607
-0.018616	2.980042	-0.048218
-0.018921	2.980042	-0.047302
-0.018921	2.980042	-0.039062
-0.019226	2.980042	-0.040588
-0.018311	2.980347	-0.048523
-0.018616	2.980042	-0.047607
-0.018311	2.980347	-0.040283
-0.018005	2.980042	-0.041199
-0.018616	2.980347	-0.036926
-0.017700	2.980347	-0.038147
-0.017700	2.980042	-0.041199
-0.018005	2.980347	-0.042114
-0.017700	2.979736	-0.042419
-0.017700	2.980347	-0.042114
-0.017395	2.980347	-0.041809
-0.017700	2.980347	-0.046692
-0.018005	2.979736	-0.047302
-0.017090	2.980042	-0.047913
-0.016785	2.980652	-0.050354
-0.017395	2.980042	-0.049133
-0.016479	2.980042	-0.047302
-0.017090	2.980042	-0.042419
-0.017090	2.980652	-0.054321
-0.016785	2.980347	-0.047302
-0.016785	2.979736	-0.035706
-0.016785	2.980042	-0.030518
-0.016174	2.980042	-0.029602
-0.016479	2.980042	-0.035706
-0.017090	2.980042	-0.032654
-0.016785	2.980347	-0.025940
-0.016785	2.980347	-0.027161
-0.016785	2.980042	-0.033264
-0.016479	2.980042	-0.041809
-0.017090	2.980042	-0.041504
-0.016479	2.980652	-0.053406
-0.017090	2.980042	-0.045776
-0.017090	2.980042	-0.046997
-0.016479	2.980042	-0.047302
-0.016479	2.980347	-0.047607
-0.016479	2.980347	-0.047607
-0.016174	2.980042	-0.047607
-0.016785	2.980042	-0.049438
-0.015869	2.980042	-0.048828
-0.015869	2.980347	-0.051880
-0.016785	2.979736	-0.053711
-0.016479	2.980042	-0.044861
-0.015869	2.979736	-0.037842
-0.016174	2.980042	-0.042725
-0.015869	2.980347	-0.049438
-0.015869	2.980347	-0.050354
-0.016479	2.980042	-0.052795
-0.015869	2.980347	-0.057068
-0.016174	2.980042	-0.061035
-0.014648	2.980042	-0.067139
-0.015259	2.980347	-0.061646
-0.016174	2.980042	-0.057373
-0.016174	2.979736	-0.049133
-0.015564	2.980042	-0.038147
-0.015259	2.979736	-0.046997
-0.015869	2.980042	-0.059814
-0.015869	2.980042	-0.061340
-0.016174	2.979736	-0.060120
-0.015259	2.979736	-0.063477
-0.016785	2.980347	-0.057373
-0.016174	2.980042	-0.059814
-0.015869	2.980042	-0.056458
-0.015869	2.980042	-0.056458
-0.015564	2.980042	-0.055542
-0.015564	2.980042	-0.055847
-0.015564	2.980042	-0.046997
-0.016174	2.979736	-0.052795
-0.015259	2.980042	-0.050964
-0.015564	2.980042	-0.044250
-0.015259	2.979736	-0.047302
-0.015259	2.980042	-0.050354
-0.016174	2.980042	-0.049133
-0.015259	2.979736	-0.050659
-0.014954	2.980042	-0.057373
-0.015869	2.979736	-0.063171
-0.015564	2.980042	-0.061340
-0.015564	2.980042	-0.058289
-0.015564	2.980042	-0.057373
-0.015564	2.980042	-0.054321
-0.015564	2.980042	-0.048828
-0.014648	2.979736	-0.047302
-0.014648	2.980042	-0.044250
-0.015564	2.980042	-0.042114
-0.015564	2.980042	-0.041809
-0.016174	2.979736	-0.034485
-0.015564	2.980042	-0.039062
-0.015869	2.980042	-0.037842
-0.015869	2.979736	-0.040283
