-.0399742,3.98
-.0395742,3.9
-.0391742,3.9
-.0387742,3.9
-.0383742,3.94
-.0379742,3.94
-.0375742,3.9
-.0371742,3.9
-.0367742,3.9
-.0363742,3.98
-.0359742,3.9
-.0355742,3.98
-.0351742,3.94
-.0347742,3.94
-.0343742,3.94
-.0339742,3.98
-.0335742,3.98
-.0331742,3.94
-.0327742,3.94
-.0323742,3.98
-.0319742,3.9
-.0315742,3.98
-.0311742,3.94
-.0307742,3.9
-.0303742,3.94
-.0299742,3.9
-.0295742,3.9
-.0291742,3.9
-.0287742,3.94
-.0283742,3.98
-.0279742,3.9
-.0275742,3.94
-.0271742,3.9
-.0267742,3.98
-.0263742,3.98
-.0259742,3.9
-.0255742,3.94
-.0251742,3.9
-.0247742,3.98
-.0243742,3.94
-.0239742,3.98
-.0235742,3.94
-.0231742,3.94
-.0227742,3.98
-.0223742,3.98
-.0219742,3.94
-.0215742,3.94
-.0211742,3.98
-.0207742,3.98
-.0203742,3.98
-.0199742,3.98
-.0195742,3.98
-.0191742,3.98
-.0187742,3.94
-.0183742,3.9
-.0179742,3.98
-.0175742,3.94
-.0171742,3.98
-.0167742,3.94
-.0163742,3.98
-.0159742,3.98
-.0155742,3.94
-.0151742,3.98
-.0147742,3.98
-.0143742,3.98
-.0139742,3.98
-.0135742,3.94
-.0131742,3.98
-.0127742,3.98
-.0123742,3.9
-.0119742,3.9
-.0115742,3.94
-.0111742,3.94
-.0107742,3.94
-.0103742,3.94
-.00997419,3.98
-.00957419,3.94
-.00917419,3.98
-.00877419,3.94
-.00837419,3.94
-.00797419,3.9
-.00757419,3.98
-.00717419,3.94
-.00677419,3.94
-.00637419,3.98
-.00597419,3.98
-.00557419,3.94
-.00517419,3.94
-.00477419,3.94
-.00437419,3.94
-.00397419,3.94
-.00357419,3.98
-.00317419,3.9
-.00277419,3.9
-.00237419,3.9
-.00197419,3.78
-.00157419,3.54
-.00117419,3.5
-.000774194,3.38
-.000374194,3.3
2.58057e-05,3.18
.000425806,2.5
.000825806,2.46
.00122581,2.34
.00162581,2.14
.00202581,2.1
.00242581,2.02
.00282581,1.94
.00322581,1.78
.00362581,1.78
.00402581,1.74
.00442581,1.66
.00482581,1.58
.00522581,1.54
.00562581,1.46
.00602581,1.42
.00642581,1.38
.00682581,1.38
.00722581,1.3
.00762581,1.3
.00802581,1.26
.00842581,1.22
.00882581,1.18
.00922581,1.18
.00962581,1.14
.0100258,1.1
.0104258,1.1
.0108258,1.06
.0112258,1.02
.0116258,.94
.0120258,.98
.0124258,.94
.0128258,.94
.0132258,.9
.0136258,.9
.0140258,.9
.0144258,.86
.0148258,.86
.0152258,.82
.0156258,.78
.0160258,.78
.0164258,.78
.0168258,.74
.0172258,.78
.0176258,.78
.0180258,.7
.0184258,.74
.0188258,.66
.0192258,.7
.0196258,.66
.0200258,.7
.0204258,.7
.0208258,.66
.0212258,.62
.0216258,.62
.0220258,.62
.0224258,.62
.0228258,.62
.0232258,.62
.0236258,.58
.0240258,.62
.0244258,.58
.0248258,.58
.0252258,.62
.0256258,.58
.0260258,.54
.0264258,.58
.0268258,.54
.0272258,.58
.0276258,.54
.0280258,.54
.0284258,.54
.0288258,.5
.0292258,.58
.0296258,.54
.0300258,.5
.0304258,.46
.0308258,.54
.0312258,.5
.0316258,.5
.0320258,.5
.0324258,.5
.0328258,.54
.0332258,.5
.0336258,.5
.0340258,.5
.0344258,.5
.0348258,.46
.0352258,.5
.0356258,.5
.0360258,.5
.0364258,.5
.0368258,.5
.0372258,.5
.0376258,.5
.0380258,.46
.0384258,.42
.0388258,.5
.0392258,.5
.0396258,.5
.0400258,.46
.0404258,.46
.0408258,.5
.0412258,.46
.0416258,.46
.0420258,.46
.0424258,.42
.0428258,.46
.0432258,.46
.0436258,.46
.0440258,.5
.0444258,.38
.0448258,.42
.0452258,.46
.0456258,.46
.0460258,.46
.0464258,.42
.0468258,.42
.0472258,.42
.0476258,.46
.0480258,.38
.0484258,.38
.0488258,.46
.0492258,.42
.0496258,.42
.0500258,.38
.0504258,.38
.0508258,.42
.0512258,.38
.0516258,.38
.0520258,.34
.0524258,.38
.0528258,.34
.0532258,.38
.0536258,.38
.0540258,.38
