-.1,-.22
-.099,-.02
-.098,-.22
-.097,-.02
-.096,-.22
-.095,-.02
-.094,-.22
-.093,-.02
-.092,-.22
-.091,-.02
-.09,-.22
-.089,-.02
-.088,-.22
-.087,.02
-.086,-.22
-.085,-.02
-.084,-.22
-.083,-.02
-.082,-.22
-.081,.02
-.08,-.22
-.079,.02
-.078,-.22
-.077,-.02
-.076,-.22
-.075,.02
-.074,-.22
-.073,-.02
-.072,-.22
-.071,-.02
-.07,-.22
-.069,-.02
-.068,-.22
-.067,-.02
-.066,-.22
-.065,-.02
-.064,-.22
-.063,-.02
-.062,-.22
-.061,.02
-.06,-.22
-.059,.02
-.058,-.22
-.057,-.02
-.056,-.22
-.055,.02
-.054,-.22
-.053,.02
-.052,-.22
-.051,-.02
-.05,-.22
-.049,-.02
-.048,-.22
-.047,-.02
-.046,-.22
-.045,-.02
-.044,-.22
-.043,-.02
-.042,-.22
-.041,-.02
-.04,-.22
-.039,-.02
-.038,-.22
-.037,-.02
-.036,-.22
-.035,.02
-.034,-.22
-.033,-.02
-.032,-.22
-.031,-.02
-.03,-.22
-.029,-.02
-.028,-.22
-.027,-.02
-.026,-.22
-.025,-.02
-.024,-.22
-.023,.02
-.022,-.22
-.021,-.02
-.02,-.22
-.019,.02
-.018,-.22
-.017,-.02
-.016,-.22
-.015,-.02
-.014,-.22
-.013,-.02
-.012,-.22
-.011,.02
-.01,-1.46
-.009,.58
-.008,-.06
-.007,.38
-.006,.22
-.005,.58
-.004,.38
-.003,.74
-.002,.58
-.001,.86
0,.7
.001,1.06
.002,.86
.003,1.22
.004,1.02
.005,1.34
.006,1.14
.007,1.46
.008,1.26
.009,1.58
.01,1.42
.011,1.7
.012,1.54
.013,1.82
.014,1.62
.015,1.94
.016,1.74
.017,2.02
.018,1.82
.019,2.14
.02,1.94
.021,2.22
.022,2.02
.023,2.3
.024,2.1
.025,2.38
.026,2.18
.027,2.42
.028,1.94
.029,2.38
.03,.74
.031,2.1
.032,-.02
.033,1.54
.034,.14
.035,1.42
.036,.98
.037,1.22
.038,1.02
.039,1.3
.04,1.14
.041,1.42
.042,1.22
.043,1.62
.044,1.3
.045,1.66
.046,1.46
.047,1.78
.048,1.58
.049,1.98
.05,1.78
.051,2.14
.052,1.98
.053,2.38
.054,2.18
.055,2.58
.056,2.38
.057,2.74
.058,2.58
.059,2.9
.06,2.74
.061,3.1
.062,2.9
.063,3.26
.064,3.1
.065,3.38
.066,3.22
.067,3.5
.068,3.34
.069,3.62
.07,3.42
.071,3.7
.072,3.5
.073,3.78
.074,3.54
.075,3.82
.076,3.62
.077,3.86
.078,3.66
.079,3.9
.08,3.7
.081,3.94
.082,3.74
.083,3.98
.084,3.74
.085,3.98
.086,3.74
.087,3.98
.088,3.78
.089,3.98
.09,3.78
.091,3.98
.092,3.78
.093,3.98
.094,3.78
.095,4.02
.096,3.78
.097,4.02
.098,3.82
.099,4.02
.1,3.78
.101,4.02
.102,3.82
.103,4.02
.104,3.78
.105,4.02
.106,3.82
.107,4.02
.108,3.82
.109,4.02
.11,3.82
.111,4.02
.112,3.82
.113,4.02
.114,3.82
.115,4.02
.116,3.82
.117,4.06
.118,3.78
.119,4.06
.12,3.82
.121,4.02
.122,3.82
.123,4.02
.124,3.82
.125,4.02
.126,3.82
.127,4.02
.128,3.82
.129,4.02
.13,3.82
.131,4.02
.132,3.78
.133,4.02
.134,3.82
.135,4.02
.136,3.82
.137,4.02
.138,3.78
.139,4.02
.14,3.82
.141,4.02
.142,3.82
.143,4.02
.144,3.82
.145,4.02
.146,3.82
.147,4.02
.148,3.82
.149,4.02
.15,3.82
.151,4.02
.152,3.82
.153,4.02
.154,3.78
.155,4.02
.156,3.82
.157,4.02
.158,3.82
.159,4.02
.16,3.82
.161,4.02
.162,3.82
.163,4.02
.164,3.78
.165,4.02
.166,3.82
.167,4.02
.168,3.78
.169,4.02
.17,3.82
.171,4.02
.172,3.78
.173,4.02
.174,3.82
.175,4.02
.176,3.78
.177,4.02
.178,3.82
.179,4.02
.18,3.78
.181,4.02
.182,3.78
.183,4.02
.184,3.78
.185,4.02
.186,3.82
.187,4.02
.188,3.78
.189,4.02
.19,3.82
.191,4.02
.192,3.82
.193,4.02
.194,3.78
.195,4.02
.196,3.82
.197,4.02
.198,3.78
.199,4.02
.2,3.78
.201,4.02
.202,3.78
.203,4.02
.204,3.78
.205,4.02
.206,3.82
.207,4.02
.208,3.78
.209,4.02
.21,3.82
.211,4.02
.212,3.78
.213,4.02
.214,3.82
.215,4.02
.216,3.78
.217,4.02
.218,3.78
.219,4.02
.22,3.78
.221,4.02
.222,3.82
.223,4.02
.224,3.78
.225,4.02
.226,3.78
.227,4.02
.228,3.78
.229,4.02
.23,3.82
.231,4.02
.232,3.82
.233,4.02
.234,3.82
.235,4.02
.236,3.82
.237,4.02
.238,3.78
.239,4.02
.24,3.82
.241,4.02
.242,3.82
.243,4.02
.244,3.82
.245,4.02
.246,3.78
.247,4.02
.248,3.78
.249,4.02
.25,3.78
.251,4.02
.252,3.78
.253,4.02
.254,3.82
.255,4.02
.256,3.82
.257,4.02
.258,3.78
.259,4.02
.26,3.82
.261,4.02
.262,3.82
.263,4.02
.264,3.78
.265,4.02
