-0.013123	2.979126	-0.035095
-0.014038	2.979431	-0.033264
-0.012512	2.978821	-0.031128
-0.012817	2.979126	-0.031128
-0.012817	2.978821	-0.030518
-0.012817	2.979736	-0.036621
-0.012817	2.979126	-0.041809
-0.013123	2.979431	-0.039673
-0.013123	2.978821	-0.044556
-0.012817	2.979126	-0.046082
-0.013123	2.979431	-0.043030
-0.012817	2.979126	-0.041504
-0.013123	2.979126	-0.048523
-0.013123	2.979126	-0.043945
-0.013428	2.979126	-0.047913
-0.013428	2.979431	-0.046997
-0.014038	2.978821	-0.049133
-0.013428	2.979126	-0.047913
-0.012817	2.979431	-0.040894
-0.014038	2.979126	-0.039368
-0.014343	2.979126	-0.033569
-0.014343	2.978821	-0.035400
-0.014038	2.979431	-0.030518
-0.014343	2.979126	-0.031433
-0.015564	2.979431	-0.036926
-0.018311	2.978821	-0.039978
-0.017700	2.979431	-0.043335
-0.018005	2.978821	-0.046082
-0.018005	2.978821	-0.042419
-0.018005	2.978821	-0.032043
-0.018005	2.979126	-0.036926
-0.017700	2.979126	-0.045776
-0.017090	2.979126	-0.040283
-0.017090	2.979126	-0.046692
-0.017395	2.978821	-0.046082
-0.017395	2.978821	-0.054016
-0.017090	2.978821	-0.065918
-0.016785	2.978516	-0.066223
-0.016174	2.979126	-0.063782
-0.016174	2.978821	-0.067444
-0.017090	2.979431	-0.057068
-0.016479	2.978821	-0.049133
-0.016174	2.979126	-0.051575
-0.016174	2.979431	-0.056152
-0.015869	2.979126	-0.056763
-0.016174	2.979126	-0.046997
-0.015869	2.979126	-0.040283
-0.015869	2.978821	-0.049438
-0.015869	2.978821	-0.054321
-0.015869	2.978821	-0.051880
-0.015259	2.979126	-0.049744
-0.015259	2.978821	-0.043945
-0.015259	2.979126	-0.053406
-0.015259	2.979126	-0.057068
-0.015259	2.978821	-0.054626
-0.015259	2.979126	-0.061340
-0.014648	2.979126	-0.062866
-0.014648	2.978821	-0.061340
-0.014648	2.979126	-0.047607
-0.014954	2.978821	-0.052185
-0.015259	2.979126	-0.049133
-0.014648	2.979126	-0.041809
-0.014954	2.978516	-0.037231
-0.015259	2.979126	-0.036926
-0.014954	2.979126	-0.041809
-0.014648	2.978821	-0.036316
-0.014954	2.978821	-0.032349
-0.014648	2.979126	-0.036316
-0.015564	2.979431	-0.042114
-0.014648	2.979431	-0.040894
-0.013733	2.978821	-0.043335
-0.014648	2.978821	-0.039673
-0.014038	2.978821	-0.035400
-0.014343	2.978516	-0.034485
-0.013733	2.978821	-0.039062
-0.013733	2.978821	-0.032349
-0.014038	2.978821	-0.032959
-0.013428	2.978516	-0.036011
-0.013123	2.978516	-0.039978
-0.013123	2.979126	-0.042725
-0.013123	2.978821	-0.040894
-0.013428	2.978821	-0.038757
-0.013123	2.978821	-0.039978
-0.013733	2.978516	-0.039978
-0.013123	2.978821	-0.040283
-0.013123	2.978821	-0.032654
-0.013428	2.979431	-0.033569
-0.013428	2.978821	-0.030823
-0.014343	2.979126	-0.030823
-0.013428	2.978821	-0.031128
-0.013428	2.979126	-0.040588
-0.013733	2.978821	-0.039062
-0.013733	2.978821	-0.039062
-0.014038	2.978821	-0.036621
-0.013733	2.979431	-0.039673
-0.013733	2.979126	-0.044861
-0.014954	2.978821	-0.050659
-0.014343	2.978821	-0.049438
-0.014343	2.979431	-0.047302
-0.014648	2.979126	-0.037537
-0.014648	2.978516	-0.038452
-0.014648	2.979431	-0.038452
-0.014954	2.978821	-0.038757
-0.014954	2.979736	-0.035706
-0.014954	2.978821	-0.031128
-0.013428	2.978821	-0.043030
-0.014343	2.979126	-0.048218
-0.014954	2.979126	-0.042419
-0.015259	2.979431	-0.048828
-0.014954	2.979126	-0.051880
-0.013733	2.979431	-0.051270
-0.014954	2.979126	-0.041199
-0.014648	2.979126	-0.043030
-0.015259	2.979126	-0.050049
-0.014954	2.978821	-0.054016
-0.014648	2.979431	-0.050049
-0.015259	2.978821	-0.042725
-0.014648	2.979126	-0.042725
-0.014648	2.979126	-0.041504
-0.014954	2.978821	-0.037842
-0.014343	2.979126	-0.037842
